algorithm;timed out;problem instance;domain size;max degree;number of disconnected components;number of variables;target density p1;target tightness p2;true average density p1;true average tightness p2;NCCCs;simulated time (in ms);number of messages;total message size (in bytes);maximum message size (in bytes);induced treewidth;reported cost;true cost
DPOP;0;randomMaxDisCSP_1548907785021;10;6;1;10;0.4;0.8;0.4;0.8011111111110881;64100;35;108;47061;4573;3;3;3
AFB;0;randomMaxDisCSP_1548907786555;10;6;1;10;0.4;0.9;0.4;0.8988888888888616;680130;151;64682;7923914;454;0;6;6
DPOP;0;randomMaxDisCSP_1548907786555;10;6;1;10;0.4;0.9;0.4;0.8988888888888616;52100;33;108;43363;4573;3;6;6
AFB;0;randomMaxDisCSP_1548907789099;10;7;1;10;0.4;0.99;0.4;0.9905555555555243;676260;125;34763;4088789;454;0;13;13
DPOP;0;randomMaxDisCSP_1548907789099;10;7;1;10;0.4;0.99;0.4;0.9905555555555243;92100;49;108;47058;4573;3;13;13
AFB;0;randomMaxDisCSP_1548907790935;10;5;1;10;0.4;0.4;0.4;0.3966666666666613;5100;19;5929;192254;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907790935;10;5;1;10;0.4;0.4;0.4;0.3966666666666613;352200;71;108;126465;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907791873;10;6;1;10;0.4;0.5;0.4;0.5027777777777678;9240;25;6234;232046;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907791873;10;6;1;10;0.4;0.5;0.4;0.5027777777777678;62200;41;108;50313;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907792813;10;5;1;10;0.4;0.6;0.4;0.5894444444444307;22660;31;6605;281870;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907792813;10;5;1;10;0.4;0.6;0.4;0.5894444444444307;562100;94;108;159440;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907793864;10;8;1;10;0.4;0.7;0.4;0.6988888888888704;136330;54;12715;1060135;454;0;2;2
DPOP;0;randomMaxDisCSP_1548907793864;10;8;1;10;0.4;0.7;0.4;0.6988888888888704;522100;69;108;119111;40797;4;2;2
AFB;0;randomMaxDisCSP_1548907795179;10;5;1;10;0.4;0.8;0.4;0.7977777777777549;565080;111;31226;3516062;454;0;3;3
DPOP;0;randomMaxDisCSP_1548907795179;10;5;1;10;0.4;0.8;0.4;0.7977777777777549;921100;105;109;155399;40797;4;3;3
AFB;0;randomMaxDisCSP_1548907797031;10;6;1;10;0.4;0.9;0.4;0.8888888888888621;3742120;304;138013;17538839;454;0;5;5
DPOP;0;randomMaxDisCSP_1548907797031;10;6;1;10;0.4;0.9;0.4;0.8888888888888621;342100;64;109;83358;40797;4;5;5
AFB;0;randomMaxDisCSP_1548907801382;10;7;1;10;0.4;0.99;0.4;0.9927777777777465;245900;74;19494;2007589;454;0;14;14
DPOP;0;randomMaxDisCSP_1548907801382;10;7;1;10;0.4;0.99;0.4;0.9927777777777465;72100;63;108;43378;4573;3;14;14
AFB;0;randomMaxDisCSP_1548907802829;10;7;1;10;0.4;0.4;0.4;0.4072222222222164;9430;26;6113;216090;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907802829;10;7;1;10;0.4;0.4;0.4;0.4072222222222164;102100;45;109;54528;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907803785;10;5;1;10;0.4;0.5;0.4;0.4944444444444348;9270;24;6206;228485;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907803785;10;5;1;10;0.4;0.5;0.4;0.4944444444444348;424100;73;108;119478;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907804739;10;7;1;10;0.4;0.6;0.4;0.594999999999986;21650;31;6989;330760;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907804739;10;7;1;10;0.4;0.6;0.4;0.594999999999986;352100;59;108;86124;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907805742;10;6;1;10;0.4;0.7;0.4;0.7094444444444254;140800;53;11056;860593;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907805742;10;6;1;10;0.4;0.7;0.4;0.7094444444444254;84100;40;108;54403;4573;3;1;1
AFB;0;randomMaxDisCSP_1548907806968;10;7;1;10;0.4;0.8;0.4;0.7961111111110883;350510;81;24890;2644512;454;0;2;2
DPOP;0;randomMaxDisCSP_1548907806968;10;7;1;10;0.4;0.8;0.4;0.7961111111110883;374100;74;108;82872;40797;4;2;2
AFB;0;randomMaxDisCSP_1548907808608;10;6;1;10;0.4;0.9;0.4;0.905555555555528;7808560;638;347571;45909949;454;0;6;6
DPOP;0;randomMaxDisCSP_1548907808608;10;6;1;10;0.4;0.9;0.4;0.905555555555528;72100;41;108;54421;4573;3;6;6
AFB;0;randomMaxDisCSP_1548907817447;10;6;1;10;0.4;0.99;0.4;0.9916666666666354;421050;99;29698;3417060;454;0;13;13
DPOP;0;randomMaxDisCSP_1548907817447;10;6;1;10;0.4;0.99;0.4;0.9916666666666354;72100;38;108;43363;4573;3;13;13
AFB;0;randomMaxDisCSP_1548907819151;10;6;2;10;0.4;0.4;0.4;0.40111111111110553;7200;22;6043;195514;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907819151;10;6;2;10;0.4;0.4;0.4;0.40111111111110553;364100;61;104;78318;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907820125;10;6;1;10;0.4;0.5;0.4;0.5077777777777676;11980;31;6388;252655;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907820125;10;6;1;10;0.4;0.5;0.4;0.5077777777777676;262100;77;108;82851;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907821112;10;6;1;10;0.4;0.6;0.4;0.6099999999999853;114950;48;9747;697972;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907821112;10;6;1;10;0.4;0.6;0.4;0.6099999999999853;351100;66;108;86537;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907822246;10;6;1;10;0.4;0.7;0.4;0.6733333333333159;420070;77;20643;2111149;454;0;2;2
DPOP;0;randomMaxDisCSP_1548907822246;10;6;1;10;0.4;0.7;0.4;0.6733333333333159;3244100;206;108;481320;402602;5;2;2
AFB;0;randomMaxDisCSP_1548907823966;10;6;1;10;0.4;0.8;0.4;0.7983333333333105;404460;92;22494;2363944;454;0;2;2
DPOP;0;randomMaxDisCSP_1548907823966;10;6;1;10;0.4;0.8;0.4;0.7983333333333105;824100;94;108;155359;40797;4;2;2
AFB;0;randomMaxDisCSP_1548907825550;10;6;1;10;0.4;0.9;0.4;0.904444444444417;3406270;402;227468;30008211;454;0;7;7
DPOP;0;randomMaxDisCSP_1548907825550;10;6;1;10;0.4;0.9;0.4;0.904444444444417;172100;75;108;90663;40797;4;7;7
AFB;0;randomMaxDisCSP_1548907831792;10;5;1;10;0.4;0.99;0.4;0.9922222222221909;73196820;6960;3816228;534093262;454;0;13;13
DPOP;0;randomMaxDisCSP_1548907831792;10;5;1;10;0.4;0.99;0.4;0.9922222222221909;4341100;321;110;886900;402602;5;13;13
AFB;0;randomMaxDisCSP_1548907923520;10;7;1;10;0.4;0.4;0.4;0.4161111111111049;4870;21;5962;196272;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907923520;10;7;1;10;0.4;0.4;0.4;0.4161111111111049;351100;72;108;86980;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907924506;10;6;1;10;0.4;0.5;0.4;0.4944444444444348;6400;18;6089;213917;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907924506;10;6;1;10;0.4;0.5;0.4;0.4944444444444348;824100;98;108;155359;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907925475;10;6;1;10;0.4;0.6;0.4;0.6172222222222072;6860;22;6072;211112;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907925475;10;6;1;10;0.4;0.6;0.4;0.6172222222222072;272100;73;108;86555;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907926499;10;7;2;10;0.4;0.7;0.4;0.7077777777777589;185770;65;12529;984287;454;0;2;2
DPOP;0;randomMaxDisCSP_1548907926499;10;7;2;10;0.4;0.7;0.4;0.7077777777777589;462100;69;104;121949;40797;4;2;2
AFB;0;randomMaxDisCSP_1548907927758;10;5;1;10;0.4;0.8;0.4;0.7888888888888664;705950;144;42444;5096655;454;0;2;2
DPOP;0;randomMaxDisCSP_1548907927758;10;5;1;10;0.4;0.8;0.4;0.7888888888888664;551100;74;110;123302;40797;4;2;2
AFB;0;randomMaxDisCSP_1548907929831;10;6;2;10;0.4;0.9;0.4;0.8983333333333061;2496300;326;149091;18295261;454;0;7;7
DPOP;0;randomMaxDisCSP_1548907929831;10;6;2;10;0.4;0.9;0.4;0.8983333333333061;862100;89;104;157748;40797;4;7;7
AFB;0;randomMaxDisCSP_1548907934435;10;6;1;10;0.4;0.99;0.4;0.9872222222221911;278330;90;25044;2800034;454;0;13;13
DPOP;0;randomMaxDisCSP_1548907934435;10;6;1;10;0.4;0.99;0.4;0.9872222222221911;272100;76;108;83263;40797;4;13;13
AFB;0;randomMaxDisCSP_1548907936049;10;6;1;10;0.4;0.4;0.4;0.4094444444444385;5860;20;6001;202453;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907936049;10;6;1;10;0.4;0.4;0.4;0.4094444444444385;54200;39;108;46633;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907936951;10;5;1;10;0.4;0.5;0.4;0.5122222222222118;10830;20;6099;213986;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907936951;10;5;1;10;0.4;0.5;0.4;0.5122222222222118;83100;36;108;43322;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907937945;10;6;1;10;0.4;0.6;0.4;0.5727777777777647;14070;23;6386;252927;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907937945;10;6;1;10;0.4;0.6;0.4;0.5727777777777647;412100;89;108;86109;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907939032;10;5;1;10;0.4;0.7;0.4;0.6961111111110927;264080;85;16015;1543853;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907939032;10;5;1;10;0.4;0.7;0.4;0.6961111111110927;53100;34;109;50766;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907940406;10;6;1;10;0.4;0.8;0.4;0.8205555555555317;284810;67;17760;1709254;454;0;3;3
DPOP;0;randomMaxDisCSP_1548907940406;10;6;1;10;0.4;0.8;0.4;0.8205555555555317;654100;93;108;118671;40797;4;3;3
AFB;0;randomMaxDisCSP_1548907941772;10;7;1;10;0.4;0.9;0.4;0.9061111111110836;1280890;219;80967;10427925;454;0;6;6
DPOP;0;randomMaxDisCSP_1548907941772;10;7;1;10;0.4;0.9;0.4;0.9061111111110836;492100;88;108;126902;40797;4;6;6
AFB;0;randomMaxDisCSP_1548907944824;10;6;1;10;0.4;0.99;0.4;0.9899999999999688;1030160;148;77751;9638014;454;0;13;13
DPOP;0;randomMaxDisCSP_1548907944824;10;6;1;10;0.4;0.99;0.4;0.9899999999999688;72100;43;108;47061;4573;3;13;13
AFB;0;randomMaxDisCSP_1548907947696;10;5;1;10;0.4;0.4;0.4;0.39222222222221703;11380;30;6192;228015;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907947696;10;5;1;10;0.4;0.4;0.4;0.39222222222221703;534100;77;112;123452;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907948749;10;6;1;10;0.4;0.5;0.4;0.5177777777777671;4540;18;5813;176233;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907948749;10;6;1;10;0.4;0.5;0.4;0.5177777777777671;344100;71;108;79623;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907949649;10;5;1;10;0.4;0.6;0.4;0.5883333333333196;8010;23;6144;220797;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907949649;10;5;1;10;0.4;0.6;0.4;0.5883333333333196;313100;52;110;90755;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907950597;10;7;1;10;0.4;0.7;0.4;0.6905555555555374;93700;53;10107;740713;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907950597;10;7;1;10;0.4;0.7;0.4;0.6905555555555374;551100;81;108;122794;40797;4;1;1
AFB;0;randomMaxDisCSP_1548907951743;10;5;1;10;0.4;0.8;0.4;0.7999999999999771;700160;113;35458;4117411;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907951743;10;5;1;10;0.4;0.8;0.4;0.7999999999999771;611100;76;113;119798;40797;4;1;1
AFB;0;randomMaxDisCSP_1548907953626;10;5;1;10;0.4;0.9;0.4;0.8983333333333061;3030440;305;150684;19608527;454;0;6;6
DPOP;0;randomMaxDisCSP_1548907953626;10;5;1;10;0.4;0.9;0.4;0.8983333333333061;924100;109;109;195734;40797;4;6;6
AFB;0;randomMaxDisCSP_1548907958172;10;6;1;10;0.4;0.99;0.4;0.9905555555555243;582300;162;49626;6277865;454;0;13;13
DPOP;0;randomMaxDisCSP_1548907958172;10;6;1;10;0.4;0.99;0.4;0.9905555555555243;461100;68;108;122757;40797;4;13;13
AFB;0;randomMaxDisCSP_1548907960404;10;6;1;10;0.4;0.4;0.4;0.3894444444444394;5240;20;6027;204919;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907960404;10;6;1;10;0.4;0.4;0.4;0.3894444444444394;334100;63;108;78735;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907961367;10;7;1;10;0.4;0.5;0.4;0.48611111111110183;2960;19;5822;177302;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907961367;10;7;1;10;0.4;0.5;0.4;0.48611111111110183;92100;56;108;47058;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907962283;10;5;1;10;0.4;0.6;0.4;0.6122222222222075;14970;26;6589;277812;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907962283;10;5;1;10;0.4;0.6;0.4;0.6122222222222075;472100;77;108;123183;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907963264;10;7;1;10;0.4;0.7;0.4;0.6855555555555376;190370;68;14623;1337405;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907963264;10;7;1;10;0.4;0.7;0.4;0.6855555555555376;252100;61;108;82872;40797;4;1;1
AFB;0;randomMaxDisCSP_1548907964567;10;7;1;10;0.4;0.8;0.4;0.7888888888888664;268390;78;20935;2117670;454;0;3;3
DPOP;0;randomMaxDisCSP_1548907964567;10;7;1;10;0.4;0.8;0.4;0.7888888888888664;462100;79;108;122366;40797;4;3;3
AFB;0;randomMaxDisCSP_1548907966029;10;5;2;10;0.4;0.9;0.4;0.9049999999999725;4253810;367;164040;20293870;454;0;6;6
DPOP;0;randomMaxDisCSP_1548907966029;10;5;2;10;0.4;0.9;0.4;0.9049999999999725;302100;58;104;89363;40797;4;6;6
AFB;0;randomMaxDisCSP_1548907970980;10;5;1;10;0.4;0.99;0.4;0.9888888888888577;561630;111;41962;4989299;454;0;12;12
DPOP;0;randomMaxDisCSP_1548907970980;10;5;1;10;0.4;0.99;0.4;0.9888888888888577;623100;73;109;195749;40797;4;12;12
AFB;0;randomMaxDisCSP_1548907973044;10;7;1;10;0.4;0.4;0.4;0.39944444444443894;4200;16;5861;183290;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907973044;10;7;1;10;0.4;0.4;0.4;0.39944444444443894;422100;62;108;82016;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907973958;10;5;1;10;0.4;0.5;0.4;0.4922222222222127;5740;18;5886;186694;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907973958;10;5;1;10;0.4;0.5;0.4;0.4922222222222127;86100;46;108;50729;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907974839;10;6;1;10;0.4;0.6;0.4;0.5916666666666528;12240;34;6422;258320;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907974839;10;6;1;10;0.4;0.6;0.4;0.5916666666666528;352100;82;108;83303;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907975849;10;6;1;10;0.4;0.7;0.4;0.7305555555555356;121250;66;11484;941712;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907975849;10;6;1;10;0.4;0.7;0.4;0.7305555555555356;411100;76;108;123225;40797;4;1;1
AFB;0;randomMaxDisCSP_1548907977097;10;6;1;10;0.4;0.8;0.4;0.8027777777777547;487830;88;22149;2304606;454;0;3;3
DPOP;0;randomMaxDisCSP_1548907977097;10;6;1;10;0.4;0.8;0.4;0.8027777777777547;324100;62;108;79177;40797;4;3;3
AFB;0;randomMaxDisCSP_1548907978719;10;6;1;10;0.4;0.9;0.4;0.8933333333333063;5815840;491;257455;34004781;454;0;6;6
DPOP;0;randomMaxDisCSP_1548907978719;10;6;1;10;0.4;0.9;0.4;0.8933333333333063;291100;70;109;90715;40797;4;6;6
AFB;0;randomMaxDisCSP_1548907985702;10;5;1;10;0.4;0.99;0.4;0.9888888888888577;48236430;3959;2733466;379617800;454;0;12;12
DPOP;0;randomMaxDisCSP_1548907985702;10;5;1;10;0.4;0.99;0.4;0.9888888888888577;854100;138;108;199377;40797;4;12;12
AFB;0;randomMaxDisCSP_1548908047377;10;6;1;10;0.4;0.4;0.4;0.3788888888888843;5570;17;5997;201047;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908047377;10;6;1;10;0.4;0.4;0.4;0.3788888888888843;431100;72;108;79163;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908048327;10;6;1;10;0.4;0.5;0.4;0.5011111111111012;9630;25;6394;254521;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908048327;10;6;1;10;0.4;0.5;0.4;0.5011111111111012;452100;80;108;123225;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908049307;10;5;1;10;0.4;0.6;0.4;0.6077777777777632;43320;38;7354;380514;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908049307;10;5;1;10;0.4;0.6;0.4;0.6077777777777632;821100;98;110;159116;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908050369;10;6;2;10;0.4;0.7;0.4;0.7077777777777589;119460;54;10327;719105;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908050369;10;6;2;10;0.4;0.7;0.4;0.7077777777777589;672100;92;104;121952;40797;4;1;1
AFB;0;randomMaxDisCSP_1548908051551;10;5;1;10;0.4;0.8;0.4;0.8038888888888658;2865550;273;118602;15189077;454;0;3;3
DPOP;0;randomMaxDisCSP_1548908051551;10;5;1;10;0.4;0.8;0.4;0.8038888888888658;541100;70;109;126897;40797;4;3;3
AFB;0;randomMaxDisCSP_1548908055361;10;7;1;10;0.4;0.9;0.4;0.9083333333333057;619470;116;47170;5569191;454;0;6;6
DPOP;0;randomMaxDisCSP_1548908055361;10;7;1;10;0.4;0.9;0.4;0.9083333333333057;84100;43;108;42950;4573;3;6;6
AFB;0;randomMaxDisCSP_1548908057523;10;6;1;10;0.4;0.99;0.4;0.9905555555555243;223740;84;25547;2824600;454;0;13;13
DPOP;0;randomMaxDisCSP_1548908057523;10;6;1;10;0.4;0.99;0.4;0.9905555555555243;61100;36;109;46667;4573;3;13;13
AFB;0;randomMaxDisCSP_1548908059104;10;7;1;10;0.4;0.4;0.4;0.3805555555555509;4900;19;5915;190238;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908059104;10;7;1;10;0.4;0.4;0.4;0.3805555555555509;422100;78;108;83300;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908060037;10;6;1;10;0.4;0.5;0.4;0.5133333333333229;38490;36;7558;407263;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908060037;10;6;1;10;0.4;0.5;0.4;0.5133333333333229;524100;95;108;119505;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908061098;10;6;1;10;0.4;0.6;0.4;0.5861111111110975;14200;32;6517;269954;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908061098;10;6;1;10;0.4;0.6;0.4;0.5861111111110975;552100;102;108;119117;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908062129;10;6;1;10;0.4;0.7;0.4;0.711111111111092;177210;55;13560;1171812;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908062129;10;6;1;10;0.4;0.7;0.4;0.711111111111092;254200;77;108;82875;40797;4;1;1
AFB;0;randomMaxDisCSP_1548908063477;10;5;1;10;0.4;0.8;0.4;0.8127777777777543;558980;107;29849;3352061;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908063477;10;5;1;10;0.4;0.8;0.4;0.8127777777777543;44100;42;109;50766;4573;3;1;1
AFB;0;randomMaxDisCSP_1548908065205;10;6;1;10;0.4;0.9;0.4;0.8966666666666395;2125620;291;164104;21118361;454;0;6;6
DPOP;0;randomMaxDisCSP_1548908065205;10;6;1;10;0.4;0.9;0.4;0.8966666666666395;621100;88;108;119099;40797;4;6;6
AFB;0;randomMaxDisCSP_1548908070075;10;6;1;10;0.4;0.99;0.4;0.9872222222221911;4820970;442;243483;32464322;454;0;13;13
DPOP;0;randomMaxDisCSP_1548908070075;10;6;1;10;0.4;0.99;0.4;0.9872222222221911;252100;51;108;82875;40797;4;13;13
AFB;0;randomMaxDisCSP_1548908076659;10;5;1;10;0.4;0.4;0.4;0.3955555555555502;4480;19;5870;184385;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908076659;10;5;1;10;0.4;0.4;0.4;0.3955555555555502;752100;103;109;159032;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908077631;10;5;1;10;0.4;0.5;0.4;0.5111111111111007;10000;23;6228;233045;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908077631;10;5;1;10;0.4;0.5;0.4;0.5111111111111007;662100;84;108;166815;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908078602;10;6;1;10;0.4;0.6;0.4;0.6011111111110968;197410;78;13851;1275375;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908078602;10;6;1;10;0.4;0.6;0.4;0.6011111111110968;343100;65;109;83358;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908079889;10;5;1;10;0.4;0.7;0.4;0.709999999999981;197740;76;14095;1262095;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908079889;10;5;1;10;0.4;0.7;0.4;0.709999999999981;411100;83;109;126897;40797;4;1;1
AFB;0;randomMaxDisCSP_1548908081233;10;6;1;10;0.4;0.8;0.4;0.7944444444444217;1620420;172;62925;7678464;454;0;3;3
DPOP;0;randomMaxDisCSP_1548908081233;10;6;1;10;0.4;0.8;0.4;0.7944444444444217;102100;47;108;49885;4573;3;3;3
AFB;0;randomMaxDisCSP_1548908083768;10;7;1;10;0.4;0.9;0.4;0.8938888888888619;320380;80;19524;2005447;454;0;4;4
DPOP;0;randomMaxDisCSP_1548908083768;10;7;1;10;0.4;0.9;0.4;0.8938888888888619;54100;32;108;43378;4573;3;4;4
AFB;0;randomMaxDisCSP_1548908085151;10;6;1;10;0.4;0.99;0.4;0.9927777777777465;194800;67;13910;1256051;454;0;14;14
DPOP;0;randomMaxDisCSP_1548908085151;10;6;1;10;0.4;0.99;0.4;0.9927777777777465;2924100;312;108;597398;402602;5;14;14
AFB;0;randomMaxDisCSP_1548908086692;10;6;1;10;0.4;0.4;0.4;0.42111111111110466;13070;24;6437;258832;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908086692;10;6;1;10;0.4;0.4;0.4;0.42111111111110466;522100;78;108;195225;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908087669;10;5;1;10;0.4;0.5;0.4;0.5088888888888786;6630;21;6021;204596;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908087669;10;5;1;10;0.4;0.5;0.4;0.5088888888888786;242200;49;108;90183;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908088605;10;5;1;10;0.4;0.6;0.4;0.603333333333319;77190;48;9416;659115;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908088605;10;5;1;10;0.4;0.6;0.4;0.603333333333319;3442100;287;109;524527;402602;5;0;0
AFB;0;randomMaxDisCSP_1548908089998;10;7;1;10;0.4;0.7;0.4;0.7044444444444257;145400;55;12682;1068866;454;0;2;2
DPOP;0;randomMaxDisCSP_1548908089998;10;7;1;10;0.4;0.7;0.4;0.7044444444444257;721100;79;108;122366;40797;4;2;2
AFB;0;randomMaxDisCSP_1548908091223;10;5;1;10;0.4;0.8;0.4;0.7972222222221994;273170;71;18260;1777090;454;0;2;2
DPOP;0;randomMaxDisCSP_1548908091223;10;5;1;10;0.4;0.8;0.4;0.7972222222221994;91100;48;109;46643;4573;3;2;2
AFB;0;randomMaxDisCSP_1548908092708;10;7;1;10;0.4;0.9;0.4;0.8988888888888616;1087190;162;62121;7605241;454;0;5;5
DPOP;0;randomMaxDisCSP_1548908092708;10;7;1;10;0.4;0.9;0.4;0.8988888888888616;72200;50;108;46630;4573;3;5;5
AFB;0;randomMaxDisCSP_1548908095261;10;5;1;10;0.4;0.99;0.4;0.9955555555555241;26885590;2154;1552121;212730801;454;0;15;15
DPOP;0;randomMaxDisCSP_1548908095261;10;5;1;10;0.4;0.99;0.4;0.9955555555555241;352200;82;108;126417;40797;4;15;15
AFB;0;randomMaxDisCSP_1548908129927;10;5;1;10;0.4;0.4;0.4;0.3844444444444396;4440;20;5888;186837;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908129927;10;5;1;10;0.4;0.4;0.4;0.3844444444444396;2521100;252;109;524557;402602;5;0;0
AFB;0;randomMaxDisCSP_1548908131061;10;6;1;10;0.4;0.5;0.4;0.4805555555555465;4720;20;6035;205899;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908131061;10;6;1;10;0.4;0.5;0.4;0.4805555555555465;432100;73;109;79197;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908132006;10;5;1;10;0.4;0.6;0.4;0.5922222222222083;6800;23;5987;199269;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908132006;10;5;1;10;0.4;0.6;0.4;0.5922222222222083;482100;85;108;123213;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908133034;10;7;1;10;0.4;0.7;0.4;0.7038888888888701;396860;96;27850;3093565;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908133034;10;7;1;10;0.4;0.7;0.4;0.7038888888888701;81100;45;108;54418;4573;3;1;1
AFB;0;randomMaxDisCSP_1548908134662;10;6;1;10;0.4;0.8;0.4;0.7855555555555332;138630;47;10705;805208;454;0;2;2
DPOP;0;randomMaxDisCSP_1548908134662;10;6;1;10;0.4;0.8;0.4;0.7855555555555332;51100;37;109;43433;4573;3;2;2
AFB;0;randomMaxDisCSP_1548908135826;10;6;1;10;0.4;0.9;0.4;0.896111111111084;1782270;206;83081;10348550;454;0;6;6
DPOP;0;randomMaxDisCSP_1548908135826;10;6;1;10;0.4;0.9;0.4;0.896111111111084;652100;91;108;118671;40797;4;6;6
AFB;0;randomMaxDisCSP_1548908138867;10;6;1;10;0.4;0.99;0.4;0.9922222222221909;248140;89;25634;2789697;454;0;13;13
DPOP;0;randomMaxDisCSP_1548908138867;10;6;1;10;0.4;0.99;0.4;0.9922222222221909;422100;75;108;115009;40797;4;13;13
AFB;0;randomMaxDisCSP_1548908140590;10;6;1;10;0.4;0.4;0.4;0.40055555555555;5650;24;5958;195747;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908140590;10;6;1;10;0.4;0.4;0.4;0.40055555555555;91100;39;108;50741;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908141507;10;7;1;10;0.4;0.5;0.4;0.5027777777777678;4480;21;5879;185397;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908141507;10;7;1;10;0.4;0.5;0.4;0.5027777777777678;282100;81;108;82872;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908142488;10;6;1;10;0.4;0.6;0.4;0.5933333333333194;19960;28;6655;287592;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908142488;10;6;1;10;0.4;0.6;0.4;0.5933333333333194;624100;85;108;115437;40797;4;0;0
