algorithm;timed out;problem instance;domain size;max degree;number of disconnected components;number of variables;target density p1;target tightness p2;true average density p1;true average tightness p2;NCCCs;simulated time (in ms);number of messages;total message size (in bytes);maximum message size (in bytes);induced treewidth;reported cost;true cost
DPOP;0;randomMaxDisCSP_1548907268402;10;6;1;10;0.4;0.4;0.4;0.4077777777777719;522100;70;109;122381;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907269339;10;6;1;10;0.4;0.5;0.4;0.5094444444444342;6910;20;6112;215811;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907269339;10;6;1;10;0.4;0.5;0.4;0.5094444444444342;612100;79;108;119117;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907270306;10;6;1;10;0.4;0.6;0.4;0.6016666666666524;57350;49;9951;739271;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907270306;10;6;1;10;0.4;0.6;0.4;0.6016666666666524;252100;62;108;82875;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907271437;10;6;1;10;0.4;0.7;0.4;0.7177777777777584;154930;58;12077;988999;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907271437;10;6;1;10;0.4;0.7;0.4;0.7177777777777584;622100;89;108;159039;40797;4;1;1
AFB;0;randomMaxDisCSP_1548907272730;10;5;1;10;0.4;0.8;0.4;0.7999999999999771;2653350;279;123674;16043141;454;0;2;2
DPOP;0;randomMaxDisCSP_1548907272730;10;5;1;10;0.4;0.8;0.4;0.7999999999999771;451100;71;108;166815;40797;4;2;2
AFB;0;randomMaxDisCSP_1548907276859;10;5;1;10;0.4;0.9;0.4;0.9005555555555282;8820160;677;329745;44594948;454;0;6;6
DPOP;0;randomMaxDisCSP_1548907276859;10;5;1;10;0.4;0.9;0.4;0.9005555555555282;384100;74;108;86971;40797;4;6;6
AFB;0;randomMaxDisCSP_1548907285552;10;7;1;10;0.4;0.99;0.4;0.9927777777777465;371730;99;32494;3702442;454;0;14;14
DPOP;0;randomMaxDisCSP_1548907285552;10;7;1;10;0.4;0.99;0.4;0.9927777777777465;92100;45;108;50310;4573;3;14;14
AFB;0;randomMaxDisCSP_1548907287306;10;6;2;10;0.4;0.4;0.4;0.4044444444444387;5890;21;5896;177419;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907287306;10;6;2;10;0.4;0.4;0.4;0.4044444444444387;761100;87;104;161874;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907288330;10;7;1;10;0.4;0.5;0.4;0.5222222222222114;10020;26;6439;259908;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907288330;10;7;1;10;0.4;0.5;0.4;0.5222222222222114;102100;44;108;46630;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907289241;10;6;1;10;0.4;0.6;0.4;0.5922222222222083;31170;30;6850;318010;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907289241;10;6;1;10;0.4;0.6;0.4;0.5922222222222083;262100;57;108;90235;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907290304;10;5;1;10;0.4;0.7;0.4;0.7116666666666476;157240;72;13877;1248129;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907290304;10;5;1;10;0.4;0.7;0.4;0.7116666666666476;391100;83;108;86941;40797;4;1;1
AFB;0;randomMaxDisCSP_1548907291628;10;6;1;10;0.4;0.8;0.4;0.7999999999999771;197160;70;12780;1056405;454;0;3;3
DPOP;0;randomMaxDisCSP_1548907291628;10;6;1;10;0.4;0.8;0.4;0.7999999999999771;362100;70;108;82429;40797;4;3;3
AFB;0;randomMaxDisCSP_1548907292924;10;5;1;10;0.4;0.9;0.4;0.8938888888888619;7235900;529;288796;37855393;454;0;7;7
DPOP;0;randomMaxDisCSP_1548907292924;10;5;1;10;0.4;0.9;0.4;0.8938888888888619;282100;64;109;86137;40797;4;7;7
AFB;0;randomMaxDisCSP_1548907300659;10;5;1;10;0.4;0.99;0.4;0.9927777777777465;715900;125;53303;6479349;454;0;13;13
DPOP;0;randomMaxDisCSP_1548907300659;10;5;1;10;0.4;0.99;0.4;0.9927777777777465;621100;85;108;155775;40797;4;13;13
AFB;0;randomMaxDisCSP_1548907303037;10;5;1;10;0.4;0.4;0.4;0.4061111111111053;6250;23;6031;204911;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907303037;10;5;1;10;0.4;0.4;0.4;0.4061111111111053;651100;88;108;163150;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907304003;10;7;1;10;0.4;0.5;0.4;0.5033333333333233;14370;27;6613;281299;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907304003;10;7;1;10;0.4;0.5;0.4;0.5033333333333233;422100;68;108;78764;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907304987;10;5;1;10;0.4;0.6;0.4;0.5966666666666526;79250;47;9136;618158;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907304987;10;5;1;10;0.4;0.6;0.4;0.5966666666666526;7351100;372;108;1284418;402602;5;0;0
AFB;0;randomMaxDisCSP_1548907306440;10;6;2;10;0.4;0.7;0.4;0.701666666666648;331270;94;20320;1996042;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907306440;10;6;2;10;0.4;0.7;0.4;0.701666666666648;552100;84;104;121894;40797;4;1;1
AFB;0;randomMaxDisCSP_1548907307951;10;6;1;10;0.4;0.8;0.4;0.7977777777777549;1024500;155;48084;5765075;454;0;3;3
DPOP;0;randomMaxDisCSP_1548907307951;10;6;1;10;0.4;0.8;0.4;0.7977777777777549;262100;70;108;86537;40797;4;3;3
AFB;0;randomMaxDisCSP_1548907310154;10;7;2;10;0.4;0.9;0.4;0.8788888888888625;842130;123;32302;3488367;454;0;4;4
DPOP;0;randomMaxDisCSP_1548907310154;10;7;2;10;0.4;0.9;0.4;0.8788888888888625;82100;34;104;45785;4573;3;4;4
AFB;0;randomMaxDisCSP_1548907312077;10;6;1;10;0.4;0.99;0.4;0.9911111111110799;427390;168;56169;7191714;454;0;13;13
DPOP;0;randomMaxDisCSP_1548907312077;10;6;1;10;0.4;0.99;0.4;0.9911111111110799;62100;38;108;46187;4573;3;13;13
AFB;0;randomMaxDisCSP_1548907314459;10;6;1;10;0.4;0.4;0.4;0.3933333333333281;3570;25;5854;182336;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907314459;10;6;1;10;0.4;0.4;0.4;0.3933333333333281;462100;83;108;122757;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907315437;10;5;1;10;0.4;0.5;0.4;0.5111111111111007;5470;19;5909;189629;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907315437;10;5;1;10;0.4;0.5;0.4;0.5111111111111007;453100;84;108;123158;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907316451;10;7;2;10;0.4;0.6;0.4;0.5933333333333194;7260;29;6005;190428;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907316451;10;7;2;10;0.4;0.6;0.4;0.5933333333333194;52100;34;104;45785;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907317390;10;7;1;10;0.4;0.7;0.4;0.7322222222222022;602400;103;29486;3248249;454;0;2;2
DPOP;0;randomMaxDisCSP_1548907317390;10;7;1;10;0.4;0.7;0.4;0.7322222222222022;422100;81;108;78724;40797;4;2;2
AFB;0;randomMaxDisCSP_1548907319191;10;5;1;10;0.4;0.8;0.4;0.7994444444444215;668030;113;32587;3663120;454;0;3;3
DPOP;0;randomMaxDisCSP_1548907319191;10;5;1;10;0.4;0.8;0.4;0.7994444444444215;721100;92;109;118699;40797;4;3;3
AFB;0;randomMaxDisCSP_1548907321083;10;6;1;10;0.4;0.9;0.4;0.8872222222221955;8997600;558;306317;40514613;454;0;5;5
DPOP;0;randomMaxDisCSP_1548907321083;10;6;1;10;0.4;0.9;0.4;0.8872222222221955;83100;41;108;54421;4573;3;5;5
AFB;0;randomMaxDisCSP_1548907329034;10;6;1;10;0.4;0.99;0.4;0.9911111111110799;6056990;639;367278;49551586;454;0;13;13
DPOP;0;randomMaxDisCSP_1548907329034;10;6;1;10;0.4;0.99;0.4;0.9911111111110799;252100;60;108;86537;40797;4;13;13
AFB;0;randomMaxDisCSP_1548907338163;10;5;1;10;0.4;0.4;0.4;0.4038888888888832;6170;23;5894;187552;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907338163;10;5;1;10;0.4;0.4;0.4;0.4038888888888832;632100;81;108;115395;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907339144;10;5;1;10;0.4;0.5;0.4;0.48444444444443524;8050;20;5986;199330;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907339144;10;5;1;10;0.4;0.5;0.4;0.48444444444443524;841100;90;108;159430;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907340109;10;7;1;10;0.4;0.6;0.4;0.5955555555555415;15850;27;6461;261860;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907340109;10;7;1;10;0.4;0.6;0.4;0.5955555555555415;45100;40;108;47058;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907341089;10;6;2;10;0.4;0.7;0.4;0.7066666666666478;357520;83;17670;1632898;454;0;2;2
DPOP;0;randomMaxDisCSP_1548907341089;10;6;2;10;0.4;0.7;0.4;0.7066666666666478;62100;41;104;45752;4573;3;2;2
AFB;0;randomMaxDisCSP_1548907342478;10;5;1;10;0.4;0.8;0.4;0.8027777777777547;3491900;299;130331;16776099;454;0;3;3
DPOP;0;randomMaxDisCSP_1548907342478;10;5;1;10;0.4;0.8;0.4;0.8027777777777547;3451100;203;110;524619;402602;5;3;3
AFB;0;randomMaxDisCSP_1548907346888;10;8;2;10;0.4;0.9;0.4;0.8933333333333063;1331810;217;89739;10684242;454;0;7;7
DPOP;0;randomMaxDisCSP_1548907346888;10;8;2;10;0.4;0.9;0.4;0.8933333333333063;92100;32;104;45354;4573;3;7;7
AFB;0;randomMaxDisCSP_1548907350095;10;5;1;10;0.4;0.99;0.4;0.993333333333302;3545620;335;201190;26647196;454;0;13;13
DPOP;0;randomMaxDisCSP_1548907350095;10;5;1;10;0.4;0.99;0.4;0.993333333333302;4451100;412;108;926718;402602;5;13;13
AFB;0;randomMaxDisCSP_1548907356216;10;6;1;10;0.4;0.4;0.4;0.3844444444444396;6660;19;5942;193821;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907356216;10;6;1;10;0.4;0.4;0.4;0.3844444444444396;64100;41;108;47061;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907357138;10;6;1;10;0.4;0.5;0.4;0.523888888888878;10100;29;6176;224222;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907357138;10;6;1;10;0.4;0.5;0.4;0.523888888888878;421100;67;108;115825;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907358153;10;6;1;10;0.4;0.6;0.4;0.5894444444444307;11670;22;6169;223939;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907358153;10;6;1;10;0.4;0.6;0.4;0.5894444444444307;752100;78;108;159039;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907359144;10;6;1;10;0.4;0.7;0.4;0.7088888888888699;310050;85;16087;1514288;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907359144;10;6;1;10;0.4;0.7;0.4;0.7088888888888699;72100;34;108;46615;4573;3;1;1
AFB;0;randomMaxDisCSP_1548907360519;10;7;1;10;0.4;0.8;0.4;0.790555555555533;284010;86;21533;2197478;454;0;3;3
DPOP;0;randomMaxDisCSP_1548907360519;10;7;1;10;0.4;0.8;0.4;0.790555555555533;82100;42;108;46630;4573;3;3;3
AFB;0;randomMaxDisCSP_1548907362034;10;6;3;10;0.4;0.9;0.4;0.8861111111110844;1028870;200;55341;6053078;454;0;5;5
DPOP;0;randomMaxDisCSP_1548907362034;10;6;3;10;0.4;0.9;0.4;0.8861111111110844;462100;68;100;80707;40797;4;5;5
AFB;0;randomMaxDisCSP_1548907364440;10;5;1;10;0.4;0.99;0.4;0.9922222222221909;180880;76;14486;1341032;454;0;14;14
DPOP;0;randomMaxDisCSP_1548907364440;10;5;1;10;0.4;0.99;0.4;0.9922222222221909;622100;88;109;115462;40797;4;14;14
AFB;0;randomMaxDisCSP_1548907365787;10;6;1;10;0.4;0.4;0.4;0.39611111111110575;2390;18;5740;166921;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907365787;10;6;1;10;0.4;0.4;0.4;0.39611111111110575;94100;49;108;50313;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907366697;10;6;1;10;0.4;0.5;0.4;0.5038888888888788;6340;22;5945;193596;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907366697;10;6;1;10;0.4;0.5;0.4;0.5038888888888788;351100;77;108;79605;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907367647;10;6;1;10;0.4;0.6;0.4;0.5922222222222083;20000;32;6912;321186;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907367647;10;6;1;10;0.4;0.6;0.4;0.5922222222222083;74100;42;108;46633;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907368616;10;6;1;10;0.4;0.7;0.4;0.7055555555555367;231600;76;15316;1406626;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907368616;10;6;1;10;0.4;0.7;0.4;0.7055555555555367;422100;69;108;79177;40797;4;1;1
AFB;0;randomMaxDisCSP_1548907370004;10;6;1;10;0.4;0.8;0.4;0.8105555555555322;282380;81;17202;1654892;454;0;2;2
DPOP;0;randomMaxDisCSP_1548907370004;10;6;1;10;0.4;0.8;0.4;0.8105555555555322;364100;71;108;78749;40797;4;2;2
AFB;0;randomMaxDisCSP_1548907371402;10;7;1;10;0.4;0.9;0.4;0.8933333333333063;1868220;183;78826;9820568;454;0;6;6
DPOP;0;randomMaxDisCSP_1548907371402;10;7;1;10;0.4;0.9;0.4;0.8933333333333063;61100;39;108;46630;4573;3;6;6
AFB;0;randomMaxDisCSP_1548907374357;10;5;1;10;0.4;0.99;0.4;0.9899999999999688;1885660;265;139916;18431522;454;0;12;12
DPOP;0;randomMaxDisCSP_1548907374357;10;5;1;10;0.4;0.99;0.4;0.9899999999999688;421100;75;109;94383;40797;4;12;12
AFB;0;randomMaxDisCSP_1548907378540;10;5;2;10;0.4;0.4;0.4;0.4044444444444387;6050;21;5903;178154;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907378540;10;5;2;10;0.4;0.4;0.4;0.4044444444444387;3551100;259;104;523685;402602;5;0;0
AFB;0;randomMaxDisCSP_1548907379707;10;6;1;10;0.4;0.5;0.4;0.5083333333333231;33880;32;7104;350478;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907379707;10;6;1;10;0.4;0.5;0.4;0.5083333333333231;462100;76;109;126957;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907380750;10;7;1;10;0.4;0.6;0.4;0.6122222222222075;42180;30;7093;344415;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907380750;10;7;1;10;0.4;0.6;0.4;0.6122222222222075;282100;70;108;82872;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907381755;10;5;1;10;0.4;0.7;0.4;0.6955555555555372;37130;32;7893;448181;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907381755;10;5;1;10;0.4;0.7;0.4;0.6955555555555372;621100;82;108;162692;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907382802;10;5;1;10;0.4;0.8;0.4;0.7961111111110883;1337290;170;66797;8280152;454;0;3;3
DPOP;0;randomMaxDisCSP_1548907382802;10;5;1;10;0.4;0.8;0.4;0.7961111111110883;272100;63;108;86513;40797;4;3;3
AFB;0;randomMaxDisCSP_1548907385471;10;6;1;10;0.4;0.9;0.4;0.8994444444444172;907440;130;50280;6004523;454;0;7;7
DPOP;0;randomMaxDisCSP_1548907385471;10;6;1;10;0.4;0.9;0.4;0.8994444444444172;834100;103;108;195709;40797;4;7;7
AFB;0;randomMaxDisCSP_1548907387824;10;6;1;10;0.4;0.99;0.4;0.9894444444444133;329730;96;16191;1586898;454;0;13;13
DPOP;0;randomMaxDisCSP_1548907387824;10;6;1;10;0.4;0.99;0.4;0.9894444444444133;62100;39;108;42935;4573;3;13;13
AFB;0;randomMaxDisCSP_1548907389185;10;5;1;10;0.4;0.4;0.4;0.3883333333333283;7400;25;6047;208293;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907389185;10;5;1;10;0.4;0.4;0.4;0.3883333333333283;72100;43;108;46567;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907390106;10;6;1;10;0.4;0.5;0.4;0.5138888888888784;7490;19;6057;209147;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907390106;10;6;1;10;0.4;0.5;0.4;0.5138888888888784;422100;68;108;82001;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907391049;10;7;1;10;0.4;0.6;0.4;0.5877777777777641;38630;39;7739;428317;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907391049;10;7;1;10;0.4;0.6;0.4;0.5877777777777641;52100;34;108;50310;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907392066;10;5;1;10;0.4;0.7;0.4;0.6866666666666487;81180;49;8680;564336;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907392066;10;5;1;10;0.4;0.7;0.4;0.6866666666666487;271100;60;109;90703;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907393145;10;5;1;10;0.4;0.8;0.4;0.8049999999999768;210730;62;16953;1615536;454;0;3;3
DPOP;0;randomMaxDisCSP_1548907393145;10;5;1;10;0.4;0.8;0.4;0.8049999999999768;462100;83;108;119503;40797;4;3;3
AFB;0;randomMaxDisCSP_1548907394554;10;7;1;10;0.4;0.9;0.4;0.9061111111110836;4517130;438;207782;27689762;454;0;5;5
DPOP;0;randomMaxDisCSP_1548907394554;10;7;1;10;0.4;0.9;0.4;0.9061111111110836;462100;83;108;119114;40797;4;5;5
AFB;0;randomMaxDisCSP_1548907400390;10;5;1;10;0.4;0.99;0.4;0.9855555555555245;2497940;335;178727;23679777;454;0;12;12
DPOP;0;randomMaxDisCSP_1548907400390;10;5;1;10;0.4;0.99;0.4;0.9855555555555245;254100;65;108;86908;40797;4;12;12
AFB;0;randomMaxDisCSP_1548907405487;10;7;1;10;0.4;0.4;0.4;0.39944444444443894;3100;16;5810;176345;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907405487;10;7;1;10;0.4;0.4;0.4;0.39944444444443894;622100;84;108;118686;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907406414;10;6;1;10;0.4;0.5;0.4;0.5116666666666563;9980;28;6176;224532;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907406414;10;6;1;10;0.4;0.5;0.4;0.5116666666666563;323100;55;108;119545;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907407405;10;5;1;10;0.4;0.6;0.4;0.6099999999999853;18190;27;6846;313819;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907407405;10;5;1;10;0.4;0.6;0.4;0.6099999999999853;1721100;244;108;524530;402602;5;0;0
AFB;0;randomMaxDisCSP_1548907408621;10;6;1;10;0.4;0.7;0.4;0.700555555555537;27990;30;7298;370966;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907408621;10;6;1;10;0.4;0.7;0.4;0.700555555555537;54100;45;108;42935;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907409604;10;6;1;10;0.4;0.8;0.4;0.807222222222199;612340;112;27750;3051255;454;0;2;2
DPOP;0;randomMaxDisCSP_1548907409604;10;6;1;10;0.4;0.8;0.4;0.807222222222199;652100;90;108;118671;40797;4;2;2
AFB;0;randomMaxDisCSP_1548907411351;10;5;1;10;0.4;0.9;0.4;0.8994444444444172;1489890;199;56901;6903558;454;0;6;6
DPOP;0;randomMaxDisCSP_1548907411351;10;5;1;10;0.4;0.9;0.4;0.8994444444444172;621100;96;108;122327;40797;4;6;6
AFB;0;randomMaxDisCSP_1548907413847;10;7;1;10;0.4;0.99;0.4;0.9911111111110799;8067370;757;464607;63111883;454;0;13;13
DPOP;0;randomMaxDisCSP_1548907413847;10;7;1;10;0.4;0.99;0.4;0.9911111111110799;362100;65;108;86124;40797;4;13;13
AFB;0;randomMaxDisCSP_1548907425416;10;6;1;10;0.4;0.4;0.4;0.42666666666666;3700;21;5934;193430;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907425416;10;6;1;10;0.4;0.4;0.4;0.42666666666666;624100;81;108;123225;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907426417;10;6;1;10;0.4;0.5;0.4;0.49333333333332374;4820;24;5852;182105;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907426417;10;6;1;10;0.4;0.5;0.4;0.49333333333332374;81100;45;108;54421;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907427380;10;7;1;10;0.4;0.6;0.4;0.6166666666666517;38270;38;7771;437911;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907427380;10;7;1;10;0.4;0.6;0.4;0.6166666666666517;61100;38;108;46630;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907428422;10;7;1;10;0.4;0.7;0.4;0.6816666666666489;71050;45;8981;585464;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907428422;10;7;1;10;0.4;0.7;0.4;0.6816666666666489;352100;61;108;82872;40797;4;1;1
AFB;0;randomMaxDisCSP_1548907429527;10;5;1;10;0.4;0.8;0.4;0.8044444444444213;311990;88;23310;2446401;454;0;3;3
DPOP;0;randomMaxDisCSP_1548907429527;10;5;1;10;0.4;0.8;0.4;0.8044444444444213;732100;96;108;155745;40797;4;3;3
AFB;0;randomMaxDisCSP_1548907431113;10;7;1;10;0.4;0.9;0.4;0.8977777777777506;1409380;196;90398;11293461;454;0;6;6
DPOP;0;randomMaxDisCSP_1548907431113;10;7;1;10;0.4;0.9;0.4;0.8977777777777506;62200;31;108;42950;4573;3;6;6
AFB;0;randomMaxDisCSP_1548907434313;10;5;1;10;0.4;0.99;0.4;0.9911111111110799;1999710;276;148235;19406003;454;0;13;13
DPOP;0;randomMaxDisCSP_1548907434313;10;5;1;10;0.4;0.99;0.4;0.9911111111110799;5622100;384;108;918472;402602;5;13;13
AFB;0;randomMaxDisCSP_1548907439194;10;6;1;10;0.4;0.4;0.4;0.3877777777777728;7180;22;6309;241829;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907439194;10;6;1;10;0.4;0.4;0.4;0.3877777777777728;72100;37;108;43381;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907440109;10;6;1;10;0.4;0.5;0.4;0.5177777777777671;3940;19;6046;207166;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907440109;10;6;1;10;0.4;0.5;0.4;0.5177777777777671;422100;70;108;75497;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907441029;10;6;1;10;0.4;0.6;0.4;0.603333333333319;15600;29;6670;289454;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907441029;10;6;1;10;0.4;0.6;0.4;0.603333333333319;552100;101;108;119117;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907442080;10;7;1;10;0.4;0.7;0.4;0.700555555555537;106980;38;9098;603234;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907442080;10;7;1;10;0.4;0.7;0.4;0.700555555555537;624100;75;108;115434;40797;4;1;1
AFB;0;randomMaxDisCSP_1548907443180;10;5;1;10;0.4;0.8;0.4;0.8027777777777547;539820;108;34039;3886881;454;0;3;3
DPOP;0;randomMaxDisCSP_1548907443180;10;5;1;10;0.4;0.8;0.4;0.8027777777777547;682100;92;108;162677;40797;4;3;3
AFB;0;randomMaxDisCSP_1548907445029;10;5;1;10;0.4;0.9;0.4;0.913888888888861;17878200;1156;580820;79219588;454;0;7;7
DPOP;0;randomMaxDisCSP_1548907445029;10;5;1;10;0.4;0.9;0.4;0.913888888888861;343100;53;109;90703;40797;4;7;7
AFB;0;randomMaxDisCSP_1548907459223;10;6;1;10;0.4;0.99;0.4;0.9927777777777465;1452580;216;93576;12219627;454;0;13;13
DPOP;0;randomMaxDisCSP_1548907459223;10;6;1;10;0.4;0.99;0.4;0.9927777777777465;376200;72;108;82875;40797;4;13;13
AFB;0;randomMaxDisCSP_1548907462412;10;7;1;10;0.4;0.4;0.4;0.3672222222222181;6750;17;6007;202109;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907462412;10;7;1;10;0.4;0.4;0.4;0.3672222222222181;661100;85;108;118686;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907463382;10;6;1;10;0.4;0.5;0.4;0.5094444444444342;4610;22;5976;197938;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907463382;10;6;1;10;0.4;0.5;0.4;0.5094444444444342;422100;78;108;82447;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907464356;10;6;1;10;0.4;0.6;0.4;0.577222222222209;19320;25;6559;275119;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907464356;10;6;1;10;0.4;0.6;0.4;0.577222222222209;92100;34;108;45759;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907465349;10;6;1;10;0.4;0.7;0.4;0.7066666666666478;199750;56;13651;1185825;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907465349;10;6;1;10;0.4;0.7;0.4;0.7066666666666478;442100;69;108;82447;40797;4;1;1
AFB;0;randomMaxDisCSP_1548907466611;10;5;2;10;0.4;0.8;0.4;0.8111111111110877;433810;97;24532;2522755;454;0;3;3
DPOP;0;randomMaxDisCSP_1548907466611;10;5;2;10;0.4;0.8;0.4;0.8111111111110877;5552100;360;104;921702;402602;5;3;3
AFB;0;randomMaxDisCSP_1548907468543;10;7;1;10;0.4;0.9;0.4;0.896111111111084;4278510;456;316816;41867929;454;0;6;6
DPOP;0;randomMaxDisCSP_1548907468543;10;7;1;10;0.4;0.9;0.4;0.896111111111084;82100;39;108;50738;4573;3;6;6
AFB;0;randomMaxDisCSP_1548907476779;10;6;2;10;0.4;0.99;0.4;0.9905555555555243;112520;61;12280;977099;454;0;14;14
DPOP;0;randomMaxDisCSP_1548907476779;10;6;2;10;0.4;0.99;0.4;0.9905555555555243;62100;34;104;45770;4573;3;14;14
AFB;0;randomMaxDisCSP_1548907478019;10;7;1;10;0.4;0.4;0.4;0.42611111111110445;7150;30;6435;259997;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907478019;10;7;1;10;0.4;0.4;0.4;0.42611111111110445;82100;53;108;46202;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907478994;10;5;1;10;0.4;0.5;0.4;0.4944444444444348;3150;19;5804;175147;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907478994;10;5;1;10;0.4;0.5;0.4;0.4944444444444348;474100;83;108;123213;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907479962;10;6;1;10;0.4;0.6;0.4;0.6088888888888743;7820;24;6095;214110;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907479962;10;6;1;10;0.4;0.6;0.4;0.6088888888888743;91100;43;110;54103;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907480897;10;5;1;10;0.4;0.7;0.4;0.719444444444425;45060;32;7831;441422;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907480897;10;5;1;10;0.4;0.7;0.4;0.719444444444425;57100;36;109;43421;4573;3;1;1
AFB;0;randomMaxDisCSP_1548907481905;10;6;1;10;0.4;0.8;0.4;0.7999999999999771;1251880;182;64798;7986227;454;0;3;3
DPOP;0;randomMaxDisCSP_1548907481905;10;6;1;10;0.4;0.8;0.4;0.7999999999999771;831100;118;108;158611;40797;4;3;3
AFB;0;randomMaxDisCSP_1548907484597;10;8;1;10;0.4;0.9;0.4;0.9016666666666393;3727970;461;226981;30232935;454;0;6;6
DPOP;0;randomMaxDisCSP_1548907484597;10;8;1;10;0.4;0.9;0.4;0.9016666666666393;72100;38;108;43375;4573;3;6;6
